FEATTYPE,SCALE,FACAFF,elevation,aspect,slope,landuse,Period,Years_befo,Main_Rock_,NDVI,distance,total_curv,plan_curv,prof_curv,Label
Natural Hillside,0.5,Road,234,27.7283,13.396,71,Cretaceous,65-145,Granitic Rocks,0.309788,1096.082345,-0.294865,-0.0418433,0.253022,1
Retaining Wall,0.05,Open area,151,273.965,7.79049,3,Cretaceous,65-145,Tuff and Lava,0.141149,56.23145101,0.0122861,-0.0128884,-0.0251744,1
Fill Slope,1,Road,375,74.4367,27.8721,41,Cretaceous,65-145,Tuff and Lava,0.241153,71.31952629,-0.0122861,-0.123945,-0.111659,1
Natural Hillside,0.004,Road,51,168.752,26.1917,71,Cretaceous,65-145,Tuff and Lava,0.322608,2802.969731,-0.147433,-0.00737164,0.140061,1
Soil Cut,0.15,Minor footpath,44,358.877,7.84956,71,Cretaceous,65-145,Granitic Rocks,0.114913,2028.312399,0.0982885,-0.0144125,-0.112701,1
Soil/Rock Cut,0.15,Catchwater,155,211.13,17.6873,72,Cretaceous,65-145,Tuff and Lava,0.358474,13.2328229,-0.122861,-0.0998163,0.0230443,1
Soil/Rock Cut,0.6,Catchwater,174,191.367,28.1385,72,Cretaceous,65-145,Tuff and Lava,0.386412,2989.327155,0.368582,0.238084,-0.130498,1
Soil Cut,18,Road,359,22.9638,9.82526,72,Cretaceous,65-145,Red conglomerate and coarse sandstone with siltstone,0.27713,1.9816354,-0.135147,-0.0491289,0.0860177,1
Retaining Wall (Masonry),6.75,Open area,35,313.078,15.903,71,Cretaceous,65-145,Tuff and Lava,0.122726,6.808872096,0.0122861,0.00417868,-0.00810738,1
Rock Cut,0.5,Nil,50,151.239,11.5864,71,Cretaceous,65-145,Tuff and Lava,0.314138,4.815169946,0.368582,0.192344,-0.176237,1
Soil Cut,2.75,Road,438,182.092,30.6377,72,Cretaceous,65-145,Tuff and Lava,0.404295,208.7100238,-0.0122861,0.0366977,0.0489838,1
Natural Hillside,10,Nil,63,175.668,10.1423,71,Cretaceous,65-145,Granitic Rocks,0.351374,51.9241656,-0.196577,-0.148655,0.0479218,1
Natural Hillside,10,Building,35,268.059,17.698,71,Cretaceous,65-145,Granitic Rocks,0.301621,133.0007627,-0.0368582,-0.0378159,-0.000957763,1
Natural Hillside,0.5,Road,231,330.106,17.8828,71,Cretaceous,65-145,Granitic Rocks,0.175113,54.64441746,0,0.0916503,0.0916503,1
Soil Cut,1,Nil,151,359.287,18.0405,31,Cretaceous,65-145,Granitic Rocks,0.0773957,1107.126488,-0.0491442,-0.0883235,-0.0391792,1
Rock Cut,1,Construction site,40,25.3462,6.4834,71,Cretaceous,65-145,Tuff and Lava,0.143673,621.204666,0.46687,0.228058,-0.238813,1
Natural Hillside,3,Nil,55,255.964,17.9089,71,Cretaceous,65-145,Granitic Rocks,0.24442,746.4512211,-0.307151,-0.0716063,0.235545,1
Natural Hillside,0.125,Road,85,104.56,23.269,72,Cretaceous,65-145,Red conglomerate and coarse sandstone with siltstone,0.377323,149.1827375,-0.135147,-0.105519,0.0296278,1
Rock Cut,1.2,Access road,173,202.989,21.183,71,Cretaceous,65-145,Tuff and Lava,0.33866,77.57876732,-0.540587,-0.278555,0.262032,1
Soil Cut,0.2,Access road,186,227.021,9.23238,3,Cretaceous,65-145,Tuff and Lava,0.243231,149.518233,0.0491442,0.0337867,-0.0153576,1
Soil Cut,8,Nil,124,167.125,10.9828,53,Cretaceous,65-145,Granitic Rocks,0.167761,1842.427449,0,0.0516774,0.0516774,1
Natural Hillside,5,Minor footpath,151,258.232,14.8438,71,Cretaceous,65-145,Granitic Rocks,0.188342,328.3061001,0.294865,0.238003,-0.0568626,1
Soil Cut,1,Construction site,40,25.3462,6.4834,71,Cretaceous,65-145,Tuff and Lava,0.143673,181.315222,-0.307151,-0.236326,0.0708255,1
Soil Cut,0.08,Pedestrian Pavement,144,52.7776,21.5745,71,Cretaceous,65-145,Granitic Rocks,0.328817,1656.393331,-0.122861,0,0.122861,1
Soil Cut,3,Registered squatter dwelling,55,341.745,15.2049,3,Cretaceous,65-145,Tuff and Lava,0.25099,293.7188584,0.0737164,-0.0348743,-0.108591,1
Soil/Rock Cut,90,Registered squatter dwelling,32,277.267,11.4741,71,Cretaceous,65-145,Granitic Rocks,0.149485,53.17013205,-0.0368582,-0.0700276,-0.0331694,1
Soil/Rock Cut,0.07,Pedestrian pavement,24,15.8025,4.25695,31,Cretaceous,65-145,Granitic Rocks,0.084319,7.856860362,-0.307151,-0.111354,0.195797,1
Rock Cut,28,Open area,19,141.009,4.1765,71,Cretaceous,65-145,Granitic Rocks,0.116283,51.22940292,-0.835452,-0.627346,0.208106,1
Soil/Rock Cut,2,Pedestrian Pavement,75,245.653,14.8693,71,Cretaceous,65-145,Tuff and Lava,0.290692,3.316582997,-0.147433,-0.0739039,0.0735289,1
Natural Hillside,4,Road,302,244.767,7.40515,71,Cretaceous,65-145,Tuff and Lava,0.194053,384.6652377,-0.577445,-0.141162,0.436283,1
Soil Cut,8,Road,219,228.013,12.3072,71,Cretaceous,65-145,Tuff and Lava,0.300825,388.9166915,-0.577445,-0.141162,0.436283,1
Natural Hillside,42,Nil,70,0.982116,13.3071,71,Cretaceous,65-145,Granitic Rocks,0.205741,42.86260366,-0.479156,-0.427125,0.052031,1
Soil Cut,0.1,Road,145,329.216,23.9212,71,Cretaceous,65-145,Tuff and Lava,0.195225,53.52249022,-0.479156,-0.427125,0.052031,1
Rock Cut,3.2,Road,43,62.3309,15.7633,71,Cretaceous,65-145,Tuff and Lava,0.19053,74.78507169,-0.221149,-0.0158755,0.205274,1
Natural Hillside,18,Minor footpath,406,11.489,18.7385,1,Cretaceous,65-145,Tuff and Lava,0.216915,146.207517,-0.172005,-0.0346744,0.13733,1
Natural Hillside,25,Minor footpath,24,164.592,10.094,71,Cretaceous,65-145,Granitic Rocks,0.35381,266.3149885,-0.626589,-0.249834,0.376756,1
Natural Hillside,50,Minor footpath,24,164.592,10.094,71,Cretaceous,65-145,Granitic Rocks,0.347318,256.417057,-0.626589,-0.249834,0.376756,1
Natural Hillside,1,Road,94,22.4259,20.2239,71,Cretaceous,65-145,Tuff and Lava,0.331218,179.8006285,-0.626589,-0.249834,0.376756,1
Soil/Rock Cut,60,Road,118,129.62,23.1739,72,Cretaceous,65-145,Tuff and Lava,0.314683,143.7593271,0.270293,0.23517,-0.0351237,1
Natural Hillside,12.6,Road,115,232.833,20.0318,71,Cretaceous,65-145,Granitic Rocks,0.296153,195.2750263,0.0491442,0.0835452,0.034401,1
Natural Hillside,0.5,Minor footpath,150,313.264,3.6103,71,Cretaceous,65-145,Tuff and Lava,0.315238,1960.355295,0.0982885,-0.0144125,-0.112701,1
Fill Slope,0.4,Access road; Other (existing streamcourse),26,149.036,9.83464,31,Cretaceous,65-145,Granitic Rocks,0.230882,58.09571212,-0.34401,-0.0434672,0.300542,1
Soil Cut,0.03,Building,32,341.259,9.08053,1,Cretaceous,65-145,Tuff and Lava,0.182453,1855.43522,0.0737164,0.12912,0.0554032,1
Retaining Wall (Masonry),5,Minor footpath,82,81.9606,13.5804,3,Cretaceous,65-145,Tuff and Lava,0.252648,237.7293583,0.270293,0.294865,0.0245721,1
Fill Slope,15.9,Road,100,236.925,17.457,41,Cretaceous,65-145,Tuff and Lava,0.216745,786.2092229,-0.319438,-0.127197,0.192241,1
Soil/Rock Cut,0.2,Road,263,66.3929,30.8491,71,Cretaceous,65-145,Granitic Rocks,0.266325,331.3720224,0.159719,0.0058826,-0.153836,1
Soil Cut,0.2,Road,237,13.627,20.1577,71,Cretaceous,65-145,Granitic Rocks,0.116809,15.83669109,0.651161,0.428901,-0.22226,1
Natural Hillside,0.1,Registered squatter dwelling,238,15.5241,16.8539,3,Cretaceous,65-145,Granitic Rocks,0.176732,747.7931681,-0.0245721,0.0420679,0.06664,1
Natural Hillside,1.5,Minor footpath,114,342.368,20.0943,71,Cretaceous,65-145,Tuff and Lava,0.129362,863.2276232,-0.196577,-0.0993942,0.0971827,1
Natural Hillside,55,Minor footpath,114,342.368,20.0943,71,Cretaceous,65-145,Tuff and Lava,0.134473,13.04230141,-0.663447,-0.440642,0.222805,1
Soil Cut,0.8,Catchwater,170,12.3194,13.5324,71,Cretaceous,65-145,Tuff and Lava,0.285821,80.54911944,0.0368582,0.0816386,0.0447804,1
Soil Cut,3.5,Village house,34,16.06,10.5157,3,Cretaceous,65-145,Tuff and Lava,0.28874,77.5915141,0.196577,0.120121,-0.0764558,1
Soil Cut,0.3,Minor footpath,223,27.2659,21.5674,71,Cretaceous,65-145,Granitic Rocks,0.215606,99.48693703,-0.294865,-0.0792451,0.21562,1
Soil/Rock Cut,4.4,Catchwater,159,340.999,31.2155,71,Cretaceous,65-145,Tuff and Lava,0.214164,938.8652748,-0.0860024,0.0205029,0.106505,1
Natural Hillside,15.7,Road,392,349.479,10.892,71,Cretaceous,65-145,Tuff and Lava,0.238121,658.3192564,-0.258007,-0.184037,0.0739706,1
Soil Cut,38,Minor footpath,83,142.524,11.5486,71,Cretaceous,65-145,Granitic Rocks,0.315467,141.9960979,-0.0368582,0.12733,0.164188,1
Fill Slope,60,Road,111,216.681,22.2672,71,Cretaceous,65-145,Tuff and Lava,0.309222,7.987673848,0.184291,0.000855236,-0.183436,1
Soil Cut,6,Minor footpath,230,262.323,23.5081,71,Cretaceous,65-145,Granitic Rocks,0.232393,28.67770094,-0.294865,-0.246449,0.0484167,1
Soil Cut,3,Minor footpath,223,254.373,21.8667,71,Cretaceous,65-145,Granitic Rocks,0.281214,711.5342014,-0.380868,-0.116499,0.264369,1
Natural Hillside,0.002,Road,62,175.304,25.5774,71,Cretaceous,65-145,Tuff and Lava,0.387375,6.084495844,-0.552873,-0.227733,0.32514,1
Fill Slope,2.4,Nil,158,332.14,12.0787,71,Cretaceous,65-145,Granitic Rocks,0.256006,62.02530173,-0.258007,-0.0860766,0.171931,1
Soil Cut,0.1,Nil,158,332.14,12.0787,72,Cretaceous,65-145,Granitic Rocks,0.256006,558.6576044,0.430012,0.227082,-0.20293,1
Soil Cut,0.79,Minor footpath,188,306.87,14.4,71,Cretaceous,65-145,Tuff and Lava,0.26836,459.7080006,-0.208863,-0.0578943,0.150969,1
Soil Cut,2.84,Minor footpath,173,309.134,15.6682,71,Cretaceous,65-145,Tuff and Lava,0.213514,194.5350874,-0.368582,0.0727449,0.441327,1
Natural Hillside,130,Road,182,176.941,10.0529,71,Cretaceous,65-145,Granitic Rocks,0.403895,735.2604152,0.0982885,0.128792,0.0305039,1
Soil Cut,5,Pedestrian pavement,238,177.346,11.5452,1,Cretaceous,65-145,Tuff and Lava,0.179581,126.0275023,-0.184291,-0.305348,-0.121057,1
Soil/Rock Cut,0.3,Catchwater,175,324.737,18.1438,72,Cretaceous,65-145,Tuff and Lava,0.278092,127.7093329,0.135147,0.114957,-0.0201893,1
Soil/Rock Cut,12,Nil,109,201.801,4.99081,72,Cretaceous,65-145,Tuff and Lava,0.317829,875.7431941,1.00746,0.729865,-0.277592,1
Soil Cut,0.4,Catchwater,195,23.5948,27.1656,71,Cretaceous,65-145,Tuff and Lava,0.272837,272.273583,-0.552873,-0.483633,0.0692395,1
Soil/Rock Cut,1,Road,410,92.6214,29.3098,41,Cretaceous,65-145,Tuff and Lava,0.319313,372.3311444,0.282579,0.321873,0.0392935,1
Soil/Rock Cut,39.3,Open space,38,251.952,7.20928,72,Cretaceous,65-145,Granitic Rocks,0.22333,532.79461,-0.675733,-0.265757,0.409976,1
Natural Hillside,0.8,Access road,67,69.6439,22.1909,71,Cretaceous,65-145,Granitic Rocks,0.0604646,398.788751,-0.0737164,-0.0443921,0.0293243,1
Soil Cut,12,Building,74,14.3354,14.0934,71,Cretaceous,65-145,Granitic Rocks,0.126873,154.5849726,0.565159,0.525229,-0.0399297,1
Natural Hillside,2.6,Access road,401,0,6.47612,41,Cretaceous,65-145,Tuff and Lava,0.200044,139.6373931,0.442298,0.29241,-0.149889,1
Natural Hillside,1.8,Others (Government drainage system),213,86.4237,2.48094,61,Cretaceous,65-145,Granitic Rocks,0.291181,719.8277295,-0.491442,-0.134473,0.35697,1
Natural Hillside,83,Minor footpath,75,24.5196,9.61039,71,Cretaceous,65-145,Tuff and Lava,0.351628,181.8565834,-0.0982885,0.0943405,0.192629,1
Soil Cut,1,Nil,397,205.253,8.99971,71,Cretaceous,65-145,Tuff and Lava,0.347878,98.00540131,0.626589,0.456176,-0.170413,1
Soil Cut,1.5,Access road,163,17.3189,7.49953,71,Cretaceous,65-145,Tuff and Lava,0.330111,308.4675115,0.0122861,0.135305,0.123019,1
Soil Cut,0.21,Road,314,61.6992,33.3622,71,Cretaceous,65-145,Granitic Rocks,0.255591,154.428444,0.0860024,0.210165,0.124163,1
Soil Cut,9.2,Access road,148,352.844,17.4642,41,Cretaceous,65-145,Granitic Rocks,0.258233,544.6818068,-0.196577,-0.0408615,0.155715,1
Soil Cut,6,Road,160,0,7.54392,71,Cretaceous,65-145,Tuff and Lava,0.197294,274.8983343,-0.258007,-0.177688,0.0803194,1
Natural Hillside,18,Minor footpath,107,14.7672,18.4696,71,Cretaceous,65-145,Granitic Rocks,0.195942,4.852214706,0.774022,0.446808,-0.327213,1
Soil Cut,30,Road,186,257.358,16.5085,71,Cretaceous,65-145,Granitic Rocks,0.27735,109.3705251,-0.122861,0.00550006,0.128361,1
Natural Hillside,63,Road,68,157.584,13.1642,71,Cretaceous,65-145,Tuff and Lava,0.293077,30.67664521,-0.40544,-0.0929088,0.312531,1
Natural Hillside,10,Open space,38,252.688,12.2971,71,Cretaceous,65-145,Granitic Rocks,0.282793,111.40572,0.319438,0.170277,-0.14916,1
Natural Hillside,65,Building,158,55.4375,20.2651,71,Cretaceous,65-145,Granitic Rocks,0.219733,11.63555947,-0.798594,-0.492503,0.306091,1
Natural Hillside,16,Road,304,154.841,21.5119,41,Cretaceous,65-145,Tuff and Lava,0.334323,295.3635696,0.577445,0.37921,-0.198234,1
Rock Cut,0.5,Pedestrian pavement,33,20.0952,13.2782,73,Cretaceous,65-145,Granitic Rocks,0.0901045,59.77981632,-0.430012,-0.161463,0.268549,1
Natural Hillside,0.03,Road,146,97.7836,20.7652,71,Cretaceous,65-145,Tuff and Lava,0.22376,519.2375979,-0.540587,-0.160107,0.380479,1
Soil/Rock Cut,0.15,Pedestrian pavement,41,114.6,13.8591,72,Cretaceous,65-145,Tuff and Lava,0.359854,97.59878362,0.614303,0.348592,-0.265711,1
Soil/Rock Cut,4.8,Catchwater,238,283.688,25.8923,71,Cretaceous,65-145,Granitic Rocks,0.152731,152.178456,-1.08117,-0.669421,0.411752,1
Rock Cut,1,Minor footpath,70,25.1448,4.18362,71,Cretaceous,65-145,Granitic Rocks,0.181131,562.3129336,0.430012,0.227082,-0.20293,1
Natural Hillside,16.8,Minor footpath,23,142.431,2.53812,71,Cretaceous,65-145,Tuff and Lava,0.282733,329.6966623,0.0614303,0.05955,-0.00188033,1
Natural Hillside,35,Nil,29,73.6171,12.3415,71,Cretaceous,65-145,Tuff and Lava,0.348327,70.27952917,-0.307151,-0.045164,0.261988,1
Soil Cut,1.05,Road,336,61.4434,29.8501,41,Cretaceous,65-145,Tuff and Lava,0.294553,51.58120144,-0.368582,-0.327943,0.0406385,1
Soil/Rock Cut,5.1,Road,295,55.249,27.7581,71,Cretaceous,65-145,Granitic Rocks,0.229962,361.2751171,0.307151,0.394402,0.0872506,1
Soil/Rock Cut,2,Building,419,184.785,17.1099,1,Cretaceous,65-145,Tuff and Lava,0.314808,89.77767978,0.159719,0.107446,-0.0522727,1
Rock Cut,0.02,Road,100,127.216,15.0088,1,Cretaceous,65-145,Tuff and Lava,0.108793,100.6788614,-0.761736,-0.371758,0.389978,1
Soil Cut,0.04,Pedestrian pavement,115,168.584,16.0005,71,Cretaceous,65-145,Granitic Rocks,0.239772,310.9969566,-0.110575,-0.0245721,0.0860024,1
Soil Cut,0.2,Minor footpath,283,72.8188,26.9212,71,Cretaceous,65-145,Granitic Rocks,0.279832,49.47073866,-0.221149,-0.0331363,0.188013,1
Fill Slope,0.125,Road,117,348.326,9.47907,32,Cretaceous,65-145,Granitic Rocks,0.0944456,414.5254943,0.0982885,-0.0748014,-0.17309,1
Rock Cut,0.026,Road,83,79.3078,21.4705,72,Cretaceous,65-145,Tuff and Lava,0.334984,53.94149358,-0.110575,-0.209004,-0.0984295,1
Soil Cut,2,Pedestrian pavement,237,60.1909,30.8815,41,Cretaceous,65-145,Granitic Rocks,0.234936,103.3764402,0.184291,0.172281,-0.0120099,1
Rock Cut,0.374,Road,260,28.8693,22.0894,71,Cretaceous,65-145,Granitic Rocks,0.264417,92.73545568,0.0368582,0.0816386,0.0447804,1
Soil/Rock Cut,9,Building,135,277.184,17.961,71,Cretaceous,65-145,Granitic Rocks,0.202902,198.2530053,-1.00746,-0.41974,0.587716,1
Rock Cut,0.7,Road,292,189.086,35.3848,73,Cretaceous,65-145,Granitic Rocks,0.32441,11.73712376,-0.307151,-0.0939525,0.213199,1
Soil Cut,0.21,Minor footpath,55,6.82686,21.1327,31,Cretaceous,65-145,Tuff and Lava,0.239171,316.8424007,-0.122861,-0.133403,-0.0105425,1
Soil Cut,7,Road,321,351.068,30.9859,41,Cretaceous,65-145,Tuff and Lava,0.17245,414.9302882,-0.172005,-0.125209,0.0467954,1
Soil Cut,0.3,Access road,98,97.7447,9.67443,71,Cretaceous,65-145,Tuff and Lava,0.358788,109.4661817,-0.110575,-0.0587121,0.0518624,1
Natural Hillside,0.125,Other (fencing),92,228.576,12.1043,71,Cretaceous,65-145,Granitic Rocks,0.331151,109.2602585,0.0245721,-0.0113577,-0.0359298,1
Fill Slope,20,Road,145,41.6476,24.5858,3,Cretaceous,65-145,Tuff and Lava,0.276112,683.7780631,0.638875,0.350516,-0.288359,1
Natural Hillside,0.1,Access road,68,221.112,11.161,72,Cretaceous,65-145,Tuff and Lava,0.247968,378.6281454,-0.122861,0.110646,0.233506,1
Natural Hillside,0.4,Road,466,342.181,13.4126,71,Cretaceous,65-145,Tuff and Lava,0.217411,0.833043085,-0.147433,-0.123084,0.024349,1
Natural Hillside,125,Minor footpath,85,183.24,4.10316,73,Cretaceous,65-145,Tuff and Lava,0.357453,1.05356371,-0.184291,-0.0402362,0.144055,1
Soil Cut,18,Minor footpath,78,230.194,3.62349,73,Cretaceous,65-145,Tuff and Lava,0.311731,677.6715721,-0.0982885,-0.166571,-0.0682821,1
Natural Hillside,230,Minor footpath,87,151.33,17.3622,73,Cretaceous,65-145,Tuff and Lava,0.344112,27.55507761,-0.196577,-0.100681,0.0958958,1
Natural Hillside,2.5,Others (country park facility),114,157.27,23.4454,72,Cretaceous,65-145,Tuff and Lava,0.340862,327.6278275,-0.0860024,-0.144716,-0.058714,1
Natural Hillside,188,Minor footpath,72,165.784,11.8107,73,Cretaceous,65-145,Tuff and Lava,0.384977,24.18930959,0.417726,0.280514,-0.137212,1
Soil/Rock Cut,3.5,Minor footpath,84,169.544,17.7541,73,Cretaceous,65-145,Tuff and Lava,0.380053,275.2979369,-0.577445,-0.197302,0.380143,1
Natural Hillside,8.1,Nil,115,175.347,13.1268,72,Cretaceous,65-145,Tuff and Lava,0.37496,5.204208106,-0.282579,-0.107886,0.174693,1
Soil Cut,0.2,Nil,75,57.6606,28.396,71,Cretaceous,65-145,Granitic Rocks,0.288527,856.976172,-0.147433,-0.0840313,0.0634014,1
Natural Hillside,3,Minor footpath,84,169.544,17.7541,71,Cretaceous,65-145,Tuff and Lava,0.343567,444.3591935,-0.282579,0.0229371,0.305517,1
Soil Cut,1.57,Other (country park facility),110,340.077,18.2194,72,Cretaceous,65-145,Tuff and Lava,0.263334,493.6604104,-0.46687,-0.295361,0.171509,1
Soil/Rock Cut,6.5,Minor footpath,129,248.334,17.6637,72,Cretaceous,65-145,Tuff and Lava,0.130658,227.9250557,0.122861,0.0395976,-0.083263,1
Soil Cut,5,Nil,113,249.376,15.0328,73,Cretaceous,65-145,Tuff and Lava,0.358086,580.8579248,0.577445,0.280996,-0.296449,1
Soil Cut,0.8,Registered squatter dwelling,95,150.124,4.1893,3,Cretaceous,65-145,Tuff and Lava,0.154612,866.0459601,-0.147433,-0.0840313,0.0634014,1
Soil Cut,1.5,Minor footpath,130,272.07,12.6515,72,Cretaceous,65-145,Tuff and Lava,0.379013,297.9588996,0.577445,0.37921,-0.198234,1
Natural Hillside,0.36,Minor footpath,105,184.79,13.6441,71,Cretaceous,65-145,Granitic Rocks,0.389407,521.5430814,-0.540587,-0.160107,0.380479,1
Natural Hillside,0.03,Road,118,54.3447,31.4679,71,Cretaceous,65-145,Granitic Rocks,0.307523,146.3767011,0.319438,0.121415,-0.198022,1
Soil Cut,0.5,Access road,114,244.001,23.1951,71,Cretaceous,65-145,Tuff and Lava,0.176526,63.98513193,0.0860024,0.0115634,-0.0744391,1
Fill Slope,0.05,Access road,177,86.2734,19.466,3,Cretaceous,65-145,Tuff and Lava,0.266351,196.0554777,0.847738,0.69484,-0.152898,1
Rock Cut,0.001,Other (open car park),76,262.962,12.4392,72,Cretaceous,65-145,Granitic Rocks,0.139642,586.718194,-0.528301,-0.335128,0.193173,1
Soil/Rock Cut,25,Road,316,120.964,14.9978,71,Cretaceous,65-145,Tuff and Lava,0.340416,498.7359956,-0.34401,0.233435,0.577445,1
Soil Cut,1,Road,180,47.1611,26.876,41,Cretaceous,65-145,Granitic Rocks,0.286894,62.56567072,-0.380868,-0.109449,0.271419,1
Soil Cut,0.58,Access road,43,227.603,4.81154,3,Cretaceous,65-145,Granitic Rocks,0.195116,146.9193678,0.245721,0.185949,-0.0597723,1
Natural Hillside,0.02,Road,192,351.808,35.4247,71,Cretaceous,65-145,Granitic Rocks,0.0811316,62.38135343,0.319438,0.178099,-0.141338,1
Fill Slope,0.6,Minor footpath,216,75.453,23.8056,32,Cretaceous,65-145,Granitic Rocks,0.0573626,284.9291256,-0.614303,-0.47503,0.139273,1
Fill Slope,0.3,Nil,135,40.9528,22.1053,72,Cretaceous,65-145,Tuff and Lava,0.180875,94.94129491,-0.208863,-0.0464878,0.162375,1
Fill Slope,0.5,Nil,126,28.0967,29.4778,71,Cretaceous,65-145,Tuff and Lava,0.186007,700.8809776,-0.294865,-0.0456439,0.249222,1
Soil/Rock Cut,0.1,Nil,128,130.4,9.46992,71,Cretaceous,65-145,Tuff and Lava,0.395596,8.397879413,-0.110575,-0.0233692,0.0872053,1
Rock Cut,0.5,Road,292,189.086,35.3848,72,Cretaceous,65-145,Granitic Rocks,0.333641,9.542983761,-0.307151,-0.24596,0.0611917,1
Natural Hillside,80,Open space,62,353.367,9.95398,72,Cretaceous,65-145,Tuff and Lava,0.288593,76.04003644,0.0860024,0.11589,0.0298871,1
Soil Cut,1.1,Road,73,57.0306,6.7973,71,Cretaceous,65-145,Tuff and Lava,0.255656,259.9548084,0.0491442,0.0536602,0.00451596,1
Natural Hillside,250,"Minor footpath, Other (country park facilities)",103,2.21032,21.0778,72,Cretaceous,65-145,Tuff and Lava,0.313684,843.7270118,-0.294865,-0.113193,0.181673,1
Soil Cut,1.4,Pedestrian pavement,143,14.9501,28.1157,71,Cretaceous,65-145,Tuff and Lava,0.211896,14.76068846,0.651161,0.626682,-0.0244791,1
Natural Hillside,250,Minor footpath,57,94.6669,7.56873,73,Cretaceous,65-145,Tuff and Lava,0.379013,540.5328411,-0.196577,0.00284071,0.199418,1
Natural Hillside,2,Other (government water supply facilities),82,169.854,7.43044,72,Cretaceous,65-145,Tuff and Lava,0.374211,224.8951525,-0.196577,-0.126593,0.0699838,1
Soil Cut,47,Road,100,149.962,12.9238,73,Cretaceous,65-145,Tuff and Lava,0.343567,20.64595188,0.503728,0.294323,-0.209406,1
Soil Cut,0.016,Road,111,225.521,11.8724,71,Cretaceous,65-145,Tuff and Lava,0.400251,77.50616523,-0.331724,-0.288124,0.0435998,1
Soil/Rock Cut,0.06,Road,133,152.08,19.6908,73,Cretaceous,65-145,Tuff and Lava,0.425627,717.6488898,-0.417726,-0.0212562,0.39647,1
Natural Hillside,75,Other (government water supply facilities),188,132.243,27.3206,72,Cretaceous,65-145,Tuff and Lava,0.344273,134.191991,-0.0368582,0.0125384,0.0493966,1
Natural Hillside,300,Road,151,127.235,25.0216,72,Cretaceous,65-145,Tuff and Lava,0.3438,137.0454947,0.282579,0.14616,-0.13642,1
Natural Hillside,236,Minor footpath,14,353.085,10.3879,72,Cretaceous,65-145,Tuff and Lava,0.26627,79.41968002,-0.0245721,-0.00850768,0.0160644,1
Natural Hillside,2100,Road,268,145.595,15.1229,72,Cretaceous,65-145,Tuff and Lava,0.329674,114.7908529,0.0245721,0.0643075,0.0397354,1
Soil Cut,31,Road,145,186,24.3457,72,Cretaceous,65-145,Tuff and Lava,0.276272,43.22476965,-0.270293,-0.157613,0.11268,1
Soil Cut,7.2,Village house,55,341.745,15.2049,71,Cretaceous,65-145,Tuff and Lava,0.264984,9.450235893,0.540587,0.343781,-0.196805,1
Natural Hillside,0.125,Other (slope drain at toe),92,228.576,12.1043,71,Cretaceous,65-145,Granitic Rocks,0.331151,73.1827242,0.638875,0.169114,-0.469761,1
